Name,Rating,Date,Review,Title,Score,Compound,Sentiment
Mukesh Rai,4,05-01-2022,freshness good mood fresh quality good,good product buy,"{'neg': 0.0, 'neu': 0.559, 'pos': 0.441, 'compound': 0.8265}",0.8265,positive
Selva kumar,5,08-01-2023,good product value money,value money,"{'neg': 0.0, 'neu': 0.43, 'pos': 0.57, 'compound': 0.6486}",0.6486,positive
Always Indian,3,20-09-2021,packaging not good colgate fresh condition thing packaging not goodmy recommendation buy package u buy expired use,great not expired packaging not good,"{'neg': 0.042, 'neu': 0.886, 'pos': 0.073, 'compound': 0.3065}",0.3065,positive
PARASMANI SINGH,4,29-04-2022,good product worth money,good product,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.5859}",0.5859,positive
Placeholder,5,03-03-2022,teeth tendency deposits scaling do months use paste past months still deposits gums much happy,long lasting freshness,"{'neg': 0.063, 'neu': 0.813, 'pos': 0.124, 'compound': 0.5672}",0.5672,positive
Amazon Customer,4,10-07-2021,days use find charcoal toothpaste colgate removing yellowish stain toothas freshness normal,stain removing tooth,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
QUALITY,1,17-11-2023,nan,bad packing color sides,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
Mohammad,4,21-04-2022,good,nice,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
satyaveer,5,23-11-2022,jo ad dekhta hai wo mt samjhna,nice,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Bibhuti Ranjan Mishra,4,03-02-2022,good little costly,good little costly,"{'neg': 0.227, 'neu': 0.391, 'pos': 0.382, 'compound': 0.1997}",0.1997,positive
JAY D,4,05-03-2022,freshness great,satisfied,"{'neg': 0.0, 'neu': 0.328, 'pos': 0.672, 'compound': 0.6249}",0.6249,positive
Mario Emmanuel Joseph,5,06-09-2022,gives refreshing feel mouth job do st time use black coloured toothpaste,refreshing,"{'neg': 0.0, 'neu': 0.923, 'pos': 0.077, 'compound': 0.128}",0.128,positive
Saksham katiyar,4,15-12-2021,not much suggested selected people,costly product,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
ketki,2,06-11-2022,opening parcel toothpaste gm instead slreafy made payment placing order received packet toothpaste yhere,incomplete order toothpaste missing,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
DR GULIA,4,24-03-2022,good,good,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
SABA ALAM,5,25-10-2022,media not loaded exactly expected claimed colgate teeth looked whiter plaque decreased first time use nice product,best product,"{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.4215}",0.4215,positive
Anando,4,05-02-2022,awesome paste,awesome paste,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,positive
Jasim mistry,4,11-01-2022,like,average,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612}",0.3612,positive
Lakshay sapra,5,24-10-2020,recieved days ago use since wintergreen mint know purify breath also liked flavour freshness leaves brushing teeth bamboo charcoal know cleaning propertiesoverall good product feel refreshing,nice flavor fresh breath value money,"{'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0.6908}",0.6908,positive
Seafood,4,11-12-2021,fresh nice,good product,"{'neg': 0.0, 'neu': 0.164, 'pos': 0.836, 'compound': 0.6249}",0.6249,positive
Ankita Bhawsar,4,26-10-2020,refreshing bamboo charcoal mint good combination good teeth gums charcoal cleans deeply paste makes morning,definitely,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.7003}",0.7003,positive
Vishal Kolaki,5,03-12-2022,super,good,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5994}",0.5994,positive
Anuradha Lohia,2,29-07-2022,toothpaste provides famous freshness not include calcium necessary toothpaste protect cavities decay use year fillings use prolonged use definitely not ad,harmful,"{'neg': 0.06, 'neu': 0.824, 'pos': 0.117, 'compound': 0.5267}",0.5267,positive
Anika Patel,5,27-10-2020,received product time use since days happy product flavour cooling effect really good also come reasonable price product comes charcoal added advantage also cleanness factor good like product recommend,good toothpaste,"{'neg': 0.0, 'neu': 0.733, 'pos': 0.267, 'compound': 0.9412}",0.9412,positive
S PRAVEEN LAKSHMAN,5,10-08-2020,good odor good taste gives us good change added mint paste gives us good flavor refreshing feel glad use product refer product read really love tis worthwhile rate,colgate charcoal clean,"{'neg': 0.0, 'neu': 0.695, 'pos': 0.305, 'compound': 0.9696}",0.9696,positive
Abhinav Shubham,4,12-10-2021,cheaper local,cheaper local,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Kapil Bhardwaj,3,07-04-2022,changing color toothpaste doesn make better,ordinary toothpaste,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.3412}",-0.3412,negative
Kartik Kapila.,5,03-11-2022,good,great,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,positive
Placeholder,4,18-11-2021,overall good,overall good,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,positive
Account Closed,5,31-05-2021,flavour sort like clasic colgate powder good also mint freshens mouth perfectly recommend children doesn want brush start brushing regularly trust,perfect product,"{'neg': 0.025, 'neu': 0.669, 'pos': 0.306, 'compound': 0.9311}",0.9311,positive
Samyuktha Malekar,5,27-10-2020,use flavour past months nowfirst time ordered online delivered quick near packingi totally recommend itgives u freshness feelingbad breath certainly gohas mint charcoal taste itmost trusted brand colgate,gives fresh feel,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.807}",0.807,positive
pankaj k.,4,21-11-2021,good,good,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
Saipravish,5,24-02-2022,booked th time family wonderful product charcoal thanks amazon,best product,"{'neg': 0.0, 'neu': 0.591, 'pos': 0.409, 'compound': 0.8074}",0.8074,positive
TRIPWORLD AJMALKVK,5,10-07-2022,good delivery good products,good products,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.7003}",0.7003,positive
Rinkesh,5,25-10-2020,use colgate since long time new flavor try new charcoal paste great doesn taste like charcoal yet works like charcoal combo pack value money,nice flavor,"{'neg': 0.04, 'neu': 0.787, 'pos': 0.173, 'compound': 0.7839}",0.7839,positive
Sandip Gayen,3,04-12-2021,nice great product happy,nice great product happy,"{'neg': 0.0, 'neu': 0.398, 'pos': 0.602, 'compound': 0.891}",0.891,positive
Shreyans Jain,5,01-11-2020,great toothpaste minty flavour similar maxfresh better freshness lasts hours recommend prefers toothpaste colgate amazing use really great colour,minty amazing,"{'neg': 0.0, 'neu': 0.651, 'pos': 0.349, 'compound': 0.9717}",0.9717,positive
VK,4,24-07-2021,affordable superhit quality product,affordable superhit quality product,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Niti,5,25-08-2022,name trust,colgate,"{'neg': 0.0, 'neu': 0.377, 'pos': 0.623, 'compound': 0.5106}",0.5106,positive
pannvalan,5,14-11-2023,taste ideal performance satisfactory,excellent product,"{'neg': 0.0, 'neu': 0.404, 'pos': 0.596, 'compound': 0.7096}",0.7096,positive
MAHIRUDDIN SEKH,4,04-11-2023,use year good product,good product,"{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.4927}",0.4927,positive
Suranjit Goswami,5,22-01-2024,best price,pricing,"{'neg': 0.0, 'neu': 0.192, 'pos': 0.808, 'compound': 0.6369}",0.6369,positive
AnaMaan,5,13-01-2024,good,good,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,positive
Amazon Customer,3,25-06-2023,tastes like dabur lal dant manjan like paste earlier taste better new dabur powder paste form,product price good taste,"{'neg': 0.0, 'neu': 0.78, 'pos': 0.22, 'compound': 0.7845}",0.7845,positive
VITTAL V,4,06-11-2023,good quality,ingrefiants,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,positive
Excellent,5,13-12-2023,excellent,excellent,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5719}",0.5719,positive
Samuel D Rozario,5,04-12-2023,really good use sometime offering price amazon outstanding thanks,good,"{'neg': 0.0, 'neu': 0.404, 'pos': 0.596, 'compound': 0.8955}",0.8955,positive
Harika R.,4,24-01-2024,paste awesome price year gm pack,rate high,"{'neg': 0.0, 'neu': 0.846, 'pos': 0.154, 'compound': 0.3716}",0.3716,positive
Pankaj kumar,4,21-01-2024,use product,good use product,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Abhisek Agrawal,4,24-11-2023,good summer not recommended use winter cooling effect use winter cold rinsing mouth,gud,"{'neg': 0.063, 'neu': 0.867, 'pos': 0.07, 'compound': 0.0538}",0.0538,positive
Amazon Customer,4,14-09-2023,good,good,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
Akhil,4,04-09-2023,buy,good product,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Amazon Customer,4,02-08-2023,good,good,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
Placeholder,5,27-10-2023,package not good,package not good,"{'neg': 0.445, 'neu': 0.555, 'pos': 0.0, 'compound': -0.3412}",-0.3412,negative
Mishra AK,4,10-07-2023,good,nice product,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
Renita Dsouza,5,14-10-2023,good product,good,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,positive
Ejaz khan,4,20-06-2023,good product,exlent,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4927}",0.4927,positive
RAJENDRA,5,27-08-2023,excellent toothpaste noone campare product,super product,"{'neg': 0.0, 'neu': 0.764, 'pos': 0.236, 'compound': 0.5719}",0.5719,positive
EMMANUEL SHIBU,5,15-09-2023,value money,good,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}",0.34,positive
BuyerFreak,4,17-04-2023,dark orangish colour strong taste cloves lingers recommend meswak,ok,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.7003}",0.7003,positive
abhijeet,5,26-08-2023,nice herbal among available market,nice product,"{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.4754}",0.4754,positive
Homeshwar Okram,4,17-03-2023,worth money freshened breath active ingredients natural taste recommended adults age groups,naturally goodness,"{'neg': 0.0, 'neu': 0.611, 'pos': 0.389, 'compound': 0.7845}",0.7845,positive
Saumya,4,24-04-2023,good,amazing,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4926}",0.4926,positive
ashok kumar sharma,4,23-04-2023,refreshing teeth care,vfm,"{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.4939}",0.4939,positive
Akash Singh Chauhan,5,13-08-2023,nice toothpaste clean teet,nice toothpaste,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.4215}",0.4215,positive
NetOnTele,5,02-08-2023,nice product use years,toothpaste,"{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.4754}",0.4754,positive
Pranay Samanta,5,24-07-2023,use paste night keeps mouth fresh also helps gum issues,vedsakti good,"{'neg': 0.0, 'neu': 0.754, 'pos': 0.246, 'compound': 0.5994}",0.5994,positive
ýýýýýýýýýýýý,5,21-08-2023,good product,good,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,positive
K.Mahipal Reddy,5,19-07-2023,best,paste,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.6369}",0.6369,positive
Valencia,5,29-07-2023,good,good,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
Banu,5,30-07-2023,good,effective,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
Rinki,5,06-07-2023,good product old parents sensitive teeth,old parents like product,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",0.4404,positive
Placeholder,5,21-07-2023,natural ingredients,healthy paste,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612}",0.3612,positive
Padmanand TK,4,23-01-2023,good product,good,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,positive
brijesh pratap singh,5,15-06-2023,nice test quality,nice test quality,"{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.4215}",0.4215,positive
"Bakwaas, waste of money",3,25-04-2023,ok,ok,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}",0.296,positive
R. Singh,5,23-05-2023,like taste gives good freshness nice herbal product,good paste,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.802}",0.802,positive
TRG,4,08-09-2022,flavour changed red culor mixed mouth fresh use pest,flavour changed,"{'neg': 0.0, 'neu': 0.793, 'pos': 0.207, 'compound': 0.5251}",0.5251,positive
Sureshkumar,5,27-12-2022,family like much vedsakthi tooth tooth paste herbal products clean teeths fresh mouth day like colga,years old childhood useage tooth paste colgate,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.8402}",0.8402,positive
Kapil Aroskar,5,26-03-2023,toothpest good test smell good option patanjali product,good option patanjali product,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.7003}",0.7003,positive
Chinju,5,21-05-2023,good,good,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
Tejbahadur singh chundawat,5,04-05-2023,good package damaged,good,"{'neg': 0.437, 'neu': 0.341, 'pos': 0.222, 'compound': -0.4404}",-0.4404,negative
saravanan,4,02-10-2022,,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Aloha,4,19-08-2022,upto quality dabur red better,good,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",0.4404,positive
Anand Kumar Singh,4,13-09-2022,not bad,good product,"{'neg': 0.0, 'neu': 0.26, 'pos': 0.74, 'compound': 0.431}",0.431,positive
Monjur hossain molla,2,29-07-2023,not good,average product,"{'neg': 0.706, 'neu': 0.294, 'pos': 0.0, 'compound': -0.3412}",-0.3412,negative
Vishal Srivastava,4,13-07-2022,dislike not ordered product,high menthol bad overall,"{'neg': 0.302, 'neu': 0.698, 'pos': 0.0, 'compound': -0.3818}",-0.3818,negative
Anirban Sheth,4,19-07-2022,taste freshness,nice toothpaste,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Ashok Dubey,5,13-03-2023,good freshness vallu return,exilent,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,positive
Manu kapoor,5,01-03-2023,product quality packaging great,awesome,"{'neg': 0.0, 'neu': 0.549, 'pos': 0.451, 'compound': 0.6249}",0.6249,positive
Nayyar,5,28-02-2023,keep mouth fresh long time,good teeth gums,"{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.3182}",0.3182,positive
Ayush mahor,5,02-03-2023,nice taste,nice product,"{'neg': 0.0, 'neu': 0.492, 'pos': 0.508, 'compound': 0.4754}",0.4754,positive
Placeholder,4,15-07-2022,good,good product,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
Fairy doctor,5,04-03-2023,good,nice product,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
Mrinmoy Pratihar,4,18-06-2022,buy without hesitation,good,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.2057}",0.2057,positive
Samit Kumar patra,5,24-02-2023,good product,nice product,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,positive
Dilip Gangajaliya,4,07-05-2022,ok thish price manufacturing date,ok product manufacturing datemarch,"{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.2421}",0.2421,positive
Prabhakar Reddy Chilumula,5,30-12-2022,like much good teeth,aurvedic product good teeth like much,"{'neg': 0.0, 'neu': 0.413, 'pos': 0.587, 'compound': 0.6887}",0.6887,positive
mahendran,5,09-02-2023,good,best,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
Palanisamy,4,17-04-2022,buy use,good,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
VasanthMurugan,5,22-01-2023,good deal,steal deal,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,positive
Prantik Datta,5,01-01-2023,happy good flavor,happy,"{'neg': 0.0, 'neu': 0.132, 'pos': 0.868, 'compound': 0.765}",0.765,positive
Harpreet Kaur,5,07-12-2022,made harbal natural ingredients,good,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.3612}",0.3612,positive
Shlok Jaiswal,5,27-05-2022,till whatever paste use best gives long lasting freshness thats main pros,best gum problems cavity,"{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0.6369}",0.6369,positive
Maulik shah,5,07-12-2022,superb quality,superb quality,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,positive
Rajeev Rajan,5,07-09-2022,taste good keeps fresh day long,good toothpaste,"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.6369}",0.6369,positive
Taranjit,5,10-12-2022,nan,flavor,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4019}",0.4019,positive
Naresh kumar,5,30-10-2022,nice product best price,best product,"{'neg': 0.0, 'neu': 0.3, 'pos': 0.7, 'compound': 0.7906}",0.7906,positive
lokendra singh,1,13-08-2023,,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Arun Kumar Varma,4,20-01-2022,satisfactory,satisfied overall,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}",0.3612,positive
Shreyas,4,07-05-2021,rs price,good quality toothpaste,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
NISHA KUMARI,4,04-09-2021,like,taste not best like,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}",0.3612,positive
vijay shah,4,29-05-2021,colgate good product market,try ir,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",0.4404,positive
Nithis,5,07-02-2022,gum sensitive damage bit harsh sometimes,ok product,"{'neg': 0.276, 'neu': 0.724, 'pos': 0.0, 'compound': -0.7269}",-0.7269,negative
J.Rana,5,23-06-2022,value money middle class family,fresher,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.34}",0.34,positive
Hardik R,5,25-07-2022,says,product good,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Niti,5,25-08-2022,good product,vedshakti,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,positive
R.Nagarajan,5,18-09-2022,like,good,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}",0.3612,positive
Amazon Customer,5,12-09-2022,good,good,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
Madhusudan Kumar,5,18-09-2022,like,best,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}",0.3612,positive
Pradeep,5,04-07-2022,like,accha hai,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}",0.3612,positive
Chandrashekara S G,4,14-07-2021,,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
R.SUNDAR,5,20-02-2022,ancient formulas tell vedas use toothpaste,ancient formula use health better,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
sukumar,1,02-07-2023,tooth pashe air filledthey r take advantage middle class problems,disappointing,"{'neg': 0.184, 'neu': 0.68, 'pos': 0.136, 'compound': -0.1779}",-0.1779,negative
Krishna Kumar Pandey,5,17-05-2022,paisa wasool hai,paisa wasool,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Mukul kumar,5,19-07-2022,good,good,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
ýýýýýý. ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýý ýýýýýýýýýýýý,5,02-04-2022,freshness quality good,good product,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,positive
Chintal bhaumik shah,1,15-09-2023,media not loaded,toothpaste box open like,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
mohd amir,5,27-04-2022,best offer price,good offer price,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}",0.6369,positive
shashaNK,5,15-06-2022,good,good,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
Vipul Kumar,5,01-03-2022,works upto expectation,gum care,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
MAKK,1,25-07-2023,received old stock,received old stock,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Priya,3,15-07-2021,not white theeth,ok,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Manohar,5,09-02-2022,gud value money,best product colgate,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.34}",0.34,positive
Ashif Ikbal,5,18-02-2022,good,good,"{'neg': 0.0, 'neu': 0.238, 'pos': 0.762, 'compound': 0.4927}",0.4927,positive
Shyam sundar mukherjee,5,15-01-2022,value money,good product,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}",0.34,positive
Amazon Customer,5,12-01-2022,value money,good quality,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}",0.34,positive
Kapil Bajaj,4,17-08-2020,good product,nice,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,positive
Sourabh Gupta,2,17-08-2022,ok,ok,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}",0.296,positive
Girish,5,28-01-2024,cleans tooth better tooth pastes including brand,powerful,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.4404}",0.4404,positive
Gopi Varun,4,17-12-2023,back past nice product,nice product,"{'neg': 0.0, 'neu': 0.641, 'pos': 0.359, 'compound': 0.4215}",0.4215,positive
Ramesh Chandra Rath,5,25-11-2023,like,good,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}",0.3612,positive
Placeholder,5,30-10-2023,good product,good,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,positive
Vidhi,5,19-07-2023,take powder dry rub silver article cleans silver without damaging metal,silver cleaning powder,"{'neg': 0.0, 'neu': 0.869, 'pos': 0.131, 'compound': 0.4023}",0.4023,positive
Garvit bhutani,3,17-11-2023,instead use pitambari cleaning silver items,not made silver cleaning,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Suman sutradhar,4,26-11-2023,freshness good creates childhood memories parents love,old gold,"{'neg': 0.0, 'neu': 0.521, 'pos': 0.479, 'compound': 0.8481}",0.8481,positive
Sanjay Kaul,5,09-08-2023,childhood memories colgate,excellent product,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Su22,2,07-02-2024,damaged product,damaged product,"{'neg': 0.744, 'neu': 0.256, 'pos': 0.0, 'compound': -0.4404}",-0.4404,negative
Rajesh,4,23-07-2023,really good filling use,old gold,"{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.4927}",0.4927,positive
Mr Sanjeev Kumar,4,29-06-2023,packing supplies not proper,good,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Lalit Kumar Kapila,3,11-08-2023,good product stupid,ok,"{'neg': 0.482, 'neu': 0.314, 'pos': 0.204, 'compound': -0.5647}",-0.5647,negative
"This works well and superb quality,I have applied this to cracks on slab and there is no leakage of water even during heavy rains",5,15-07-2023,use cleaning silver items works perfectly,good quality,"{'neg': 0.0, 'neu': 0.724, 'pos': 0.276, 'compound': 0.6369}",0.6369,positive
dinesh kumar bais,5,31-07-2023,goof product,good product,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Mahendran,5,08-07-2023,back childhood use,back olden days,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Biswajit,5,06-06-2023,low wapas best treatment teeth,jist wow,"{'neg': 0.108, 'neu': 0.488, 'pos': 0.404, 'compound': 0.7391}",0.7391,positive
VISHWAS chouhan,5,15-05-2023,best h,super,"{'neg': 0.0, 'neu': 0.192, 'pos': 0.808, 'compound': 0.6369}",0.6369,positive
Nirbhay,5,17-01-2023,nice deal product good quality quantity valued money,already brand product,"{'neg': 0.0, 'neu': 0.538, 'pos': 0.462, 'compound': 0.8225}",0.8225,positive
umakanth,5,07-02-2023,cleans teeth much better tooth paste,best product,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",0.4404,positive
Anuj Kumar Srivastava,5,03-12-2022,colgate powder powder best teeth,nice,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.6369}",0.6369,positive
Amazon Customer,5,14-11-2022,good job cleaning silverware,good clean silverware,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",0.4404,positive
NagaGopal Reddy Sreelam,4,11-12-2021,good,good,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
Ramarao.d,5,07-10-2022,nice,good packaging,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,positive
T Prabhakar Saraf,5,06-09-2022,like,excellent,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}",0.3612,positive
Shameem Syed Abith,4,18-04-2021,removes yellow stains teeth days nice,nice,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Placeholder,5,17-08-2022,great powder,good product,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,positive
